"movie_id","movie_name","movie_distributor","movie_genre"
"Drama_2001_82","Dayereh","WinStar Cinema","Drama"
"Drama_2001_83","Yaadein","Tips Exports","Drama"
"Drama_2001_84","15 février 1839","Lionsgate","Drama"
"Drama_2001_85","Dinner Rush","Access Motion Pic…","Drama"
"Drama_2001_86","Les Rivières Pourpres","","Drama"
"Drama_2001_87","My First Mister","Paramount Vantage","Drama"
"Drama_2001_88","Pay it Forward","Warner Bros.","Drama"
"Drama_2001_89","Bread and Roses","Lionsgate","Drama"
"Drama_2001_90","Our Lady of the Assassins","Paramount Vantage","Drama"
"Drama_2001_91","Fat Girl","Cowboy Pictures","Drama"
"Drama_2001_92","Big Eden","","Drama"
"Drama_2001_93","Bully","Lionsgate","Drama"
"Drama_2001_94","Intimacy","Empire Pictures","Drama"
"Drama_2001_95","The Affair of the Necklace","Warner Bros.","Drama"
"Drama_2001_96","Donnie Darko","Newmarket Films","Drama"
"Drama_2001_97","Bride of the Wind","Paramount Vantage","Drama"
"Drama_2001_98","Monster's Ball","Lionsgate","Drama"
"Drama_2001_99","Lantana","Lionsgate","Drama"
"Drama_2001_100","Nico and Dani","Avatar","Drama"
"Drama_2001_101","Across The Sea of Time","Sony Pictures Cla…","Drama"
"Drama_2001_102","No Man's Land","MGM","Drama"
"Drama_2001_103","Wings of Courage","Sony Pictures Cla…","Drama"
"Drama_2001_104","Chopper","First Look","Drama"
"Drama_2001_105","Kandahar","Avatar","Drama"
"Drama_2001_106","Plata quemada","Strand","Drama"
"Drama_2001_107","The Fluffer","TLA Releasing","Drama"
"Drama_2001_108","Bande à part","Rialto Pictures","Drama"
"Drama_2001_109","The Visit","","Drama"
"Drama_2001_110","Series 7: The Contenders","","Drama"
"Drama_2001_111","Boys to Men","Jour de Fete","Drama"
"Drama_2001_112","A Time for Drunken Horses","Shooting Gallery","Drama"
"Drama_2001_113","Place Vendome","Empire Pictures","Drama"
"Drama_2001_114","Bounce","Miramax","Drama"
"Drama_2001_115","Baise-moi","","Drama"
"Drama_2001_116","Charlotte Gray","Warner Bros.","Drama"
"Drama_2001_117","I Am Sam","New Line","Drama"
"Drama_2001_118","Boys Life 3","Strand","Drama"
"Drama_2001_119","Downtown 81","","Drama"
"Drama_2001_120","ABCD","Eros Entertainment","Drama"
"Drama_2001_121","Dekalog","New Yorker","Drama"
"Drama_2001_122","Iris","Miramax","Drama"
"Drama_2001_123","The Invisible Circus","","Drama"
"Drama_2001_124","Eureka","","Drama"
"Drama_2001_125","The Amati Girls","Providence Entert…","Drama"
"Drama_2001_126","Aberdeen","First Run Features","Drama"
"Drama_2001_127","Aimée & Jaguar","Zeitgeist","Drama"
"Drama_2001_128","Jackpot","","Drama"
"Drama_2001_129","Bob le flambeur","Triumph Releasing","Drama"
"Drama_2001_130","Abril Despedaçado","Miramax","Drama"
"Drama_2001_131","Baran","Miramax","Drama"
"Drama_2001_132","The Basket","MGM","Drama"
"Drama_2001_133","Auggie Rose","Roxie Releasing","Drama"
"Drama_2001_134","La baie des anges","Pathe Contemporar…","Drama"
"Drama_2001_135","Sunshine","Paramount Vantage","Drama"
"Drama_2001_136","Adanggaman","New Yorker","Drama"
"Drama_2001_137","Cleopatra's Second Husband","Indican Pictures","Drama"
"Drama_2001_138","Goya in Bordeaux","Sony Pictures Cla…","Drama"
"Drama_2001_139","Maze","","Drama"
"Drama_2001_140","Pola X","","Drama"
"Drama_2001_141","Forgive Me Father","Myriad Entertainm…","Drama"
"Drama_2001_142","The Annihilation of Fish","Regent Releasing","Drama"
"Drama_2001_143","à bout de souffle","Films Around the …","Drama"
"Drama_2001_144","Journey to the Sun","","Drama"
"Drama_2001_145","Otomo","ArtMattan Product…","Drama"
"Drama_2001_146","Beau Travail","New Yorker","Drama"
"Drama_2001_147","Rembrandt","","Drama"
"Drama_2001_148","Come and See","Self Distributed","Drama"
"Drama_2001_149","The River","","Drama"
"Drama_2001_150","La chambre des magiciennes","","Drama"
"Drama_2001_151","Hamlet","","Drama"
"Drama_2001_152","Burlesk King","Strand","Drama"
"Drama_2001_153","Mauvais sang","","Drama"
"Drama_2001_154","Diary of a Chambermaid","","Drama"
"Drama_2002_1","A Beautiful Mind","Universal","Drama"
"Drama_2002_2","8 Mile","Universal","Drama"
"Drama_2002_3","Road to Perdition","Dreamworks SKG","Drama"
"Drama_2002_4","Catch Me if You Can","Dreamworks SKG","Drama"
"Drama_2002_5","We Were Soldiers","Paramount Pictures","Drama"
"Drama_2002_6","ET: The Extra-Terrestrial","Universal","Drama"
"Drama_2002_7","The Rookie","Walt Disney","Drama"
"Drama_2002_8","John Q","New Line","Drama"
"Drama_2002_9","The Count of Monte Cristo","Walt Disney","Drama"
"Drama_2002_10","Unfaithful","20th Century Fox","Drama"
"Drama_2002_11","Gangs of New York","Miramax","Drama"
"Drama_2002_12","A Walk to Remember","Warner Bros.","Drama"
"Drama_2002_13","I Am Sam","New Line","Drama"
"Drama_2002_14","Blue Crush","Universal","Drama"
"Drama_2002_15","Crossroads","Paramount Pictures","Drama"
"Drama_2002_16","In the Bedroom","Miramax","Drama"
"Drama_2002_17","One Hour Photo","Fox Searchlight","Drama"
"Drama_2002_18","Monster's Ball","Lionsgate","Drama"
"Drama_2002_19","Dragonfly","Universal","Drama"
"Drama_2002_20","Swimfan","20th Century Fox","Drama"
"Drama_2002_21","City by the Sea","Warner Bros.","Drama"
"Drama_2002_22","Frida","Miramax","Drama"
"Drama_2002_23","Hart's War","MGM","Drama"
"Drama_2002_24","Tuck Everlasting","Walt Disney","Drama"
"Drama_2002_25","The Four Feathers","Paramount Pictures","Drama"
"Drama_2002_26","Empire","Universal","Drama"
"Drama_2002_27","White Oleander","Warner Bros.","Drama"
"Drama_2002_28","Solaris","20th Century Fox","Drama"
"Drama_2002_29","The Good Girl","Fox Searchlight","Drama"
"Drama_2002_30","The Emperor's Club","Universal","Drama"
"Drama_2002_31","Y Tu Mamá También","IFC Films","Drama"
"Drama_2002_32","Undisputed","Miramax","Drama"
"Drama_2002_33","About Schmidt","New Line","Drama"
"Drama_2002_34","Knockaround Guys","New Line","Drama"
"Drama_2002_35","Far From Heaven","Focus Features","Drama"
"Drama_2002_36","Possession","Focus Features","Drama"
"Drama_2002_37","Ali","Sony Pictures","Drama"
"Drama_2002_38","The Shipping News","Miramax","Drama"
"Drama_2002_39","Moonlight Mile","Walt Disney","Drama"
"Drama_2002_40","Antwone Fisher","Fox Searchlight","Drama"
"Drama_2002_41","Deuces Wild","MGM","Drama"
"Drama_2002_42","Iris","Miramax","Drama"
"Drama_2002_43","El crimen de padre Amaro","Goldwyn Entertain…","Drama"
"Drama_2002_44","The Majestic","Warner Bros.","Drama"
"Drama_2002_45","Lovely and Amazing","Lionsgate","Drama"
"Drama_2002_46","Lantana","Lionsgate","Drama"
"Drama_2002_47","The Other Side of Heaven","Excel Entertainment","Drama"
"Drama_2002_48","Secretary","Lionsgate","Drama"
"Drama_2002_49","The Fast Runner","Lot 47 Films","Drama"
"Drama_2002_50","Thirteen Conversations Abou…","Sony Pictures Cla…","Drama"
"Drama_2002_51","The Cat's Meow","Lionsgate","Drama"
"Drama_2002_52","American Adobo","Outrider Pictures","Drama"
"Drama_2002_53","Sunshine State","Sony Pictures Cla…","Drama"
"Drama_2002_54","Paid in Full","Rat Entertainment","Drama"
"Drama_2002_55","Sex and Lucia","Palm Pictures","Drama"
"Drama_2002_56","Last Orders","Sony Pictures Cla…","Drama"
"Drama_2002_57","Hable con ella","Sony Pictures Cla…","Drama"
"Drama_2002_58","Auto Focus","Sony Pictures Cla…","Drama"
"Drama_2002_59","La Pianiste","Kino International","Drama"
"Drama_2002_60","Harrison's Flowers","Universal","Drama"
