"movie_id","movie_name","movie_distributor","movie_genre"
"Adventure_2000_1","How the Grinch Stole Christmas","Universal","Adventure"
"Adventure_2000_2","Dinosaur","Walt Disney","Adventure"
"Adventure_2000_3","Chicken Run","Dreamworks SKG","Adventure"
"Adventure_2000_4","Space Cowboys","Warner Bros.","Adventure"
"Adventure_2000_5","Rugrats in Paris","Paramount Pictures","Adventure"
"Adventure_2000_6","Mission to Mars","Walt Disney","Adventure"
"Adventure_2000_7","Stuart Little","Sony Pictures","Adventure"
"Adventure_2000_8","Snow Day","Paramount Pictures","Adventure"
"Adventure_2000_9","102 Dalmatians","Walt Disney","Adventure"
"Adventure_2000_10","The Emperor's New Groove","Walt Disney","Adventure"
"Adventure_2000_11","The Road to El Dorado","Dreamworks SKG","Adventure"
"Adventure_2000_12","The Tigger Movie","Walt Disney","Adventure"
"Adventure_2000_13","Galaxy Quest","Dreamworks SKG","Adventure"
"Adventure_2000_14","Pokemon 2000","Warner Bros.","Adventure"
"Adventure_2000_15","Toy Story 2","Walt Disney","Adventure"
"Adventure_2000_16","The Flintstones in Viva Roc…","Universal","Adventure"
"Adventure_2000_17","The Adventures of Rocky & B…","Universal","Adventure"
"Adventure_2000_18","Titan A.E.","20th Century Fox","Adventure"
"Adventure_2000_19","Thomas and the Magic Railroad","Destination Films","Adventure"
"Adventure_2000_20","Dungeons and Dragons","New Line","Adventure"
"Adventure_2000_21","The Little Vampire","New Line","Adventure"
"Adventure_2000_22","Digimon: The Movie","20th Century Fox","Adventure"
"Adventure_2000_23","T-Rex: Back to the Cretaceous","IMAX Films","Adventure"
"Adventure_2000_24","Cyberworld 3D","IMAX Films","Adventure"
"Adventure_2000_25","Alien Adventure","nWave Pictures","Adventure"
"Adventure_2000_26","Pokemon: The First Movie","Warner Bros.","Adventure"
"Adventure_2000_27","MVP: Most Valuable Primate","Keystone Entertai…","Adventure"
"Adventure_2000_28","Star Wars Ep. I: The Phanto…","20th Century Fox","Adventure"
"Adventure_2000_29","Tarzan","Walt Disney","Adventure"
"Adventure_2000_30","Sinbad: Beyond the Veil of …","Phaedra Cinema","Adventure"
"Adventure_2001_1","Harry Potter and the Sorcer…","Warner Bros.","Adventure"
"Adventure_2001_2","Shrek","Dreamworks SKG","Adventure"
"Adventure_2001_3","Monsters, Inc.","Walt Disney","Adventure"
"Adventure_2001_4","The Lord of the Rings: The …","New Line","Adventure"
"Adventure_2001_5","The Mummy Returns","Universal","Adventure"
"Adventure_2001_6","Planet of the Apes","20th Century Fox","Adventure"
"Adventure_2001_7","Lara Croft: Tomb Raider","Paramount Pictures","Adventure"
"Adventure_2001_8","Dr. Dolittle 2","20th Century Fox","Adventure"
"Adventure_2001_9","Spy Kids","Miramax/Dimension","Adventure"
"Adventure_2001_10","Atlantis: The Lost Empire","Walt Disney","Adventure"
"Adventure_2001_11","Jimmy Neutron: Boy Genius","Paramount Pictures","Adventure"
"Adventure_2001_12","A Knight’s Tale","Sony Pictures","Adventure"
"Adventure_2001_13","The Emperor's New Groove","Walt Disney","Adventure"
"Adventure_2001_14","Recess: School's Out","Walt Disney","Adventure"
"Adventure_2001_15","See Spot Run","Warner Bros.","Adventure"
"Adventure_2001_16","Final Fantasy: The Spirits …","Sony Pictures","Adventure"
"Adventure_2001_17","Black Knight","20th Century Fox","Adventure"
"Adventure_2001_18","The Musketeer","Universal","Adventure"
"Adventure_2001_19","Crocodile Dundee in Los Ang…","Paramount Pictures","Adventure"
"Adventure_2001_20","Max Keeble's Big Move","Walt Disney","Adventure"
"Adventure_2001_21","Pokemon 3: The Movie","Warner Bros.","Adventure"
"Adventure_2001_22","Osmosis Jones","Warner Bros.","Adventure"
"Adventure_2001_23","102 Dalmatians","Walt Disney","Adventure"
"Adventure_2001_24","Cyberworld 3D","IMAX Films","Adventure"
"Adventure_2001_25","How the Grinch Stole Christmas","Universal","Adventure"
"Adventure_2001_26","Rugrats in Paris","Paramount Pictures","Adventure"
"Adventure_2001_27","Haunted Castle","nWave Pictures","Adventure"
"Adventure_2001_28","T-Rex: Back to the Cretaceous","IMAX Films","Adventure"
"Adventure_2001_29","Dungeons and Dragons","New Line","Adventure"
"Adventure_2001_30","Alien Adventure","nWave Pictures","Adventure"
"Adventure_2001_31","Space Cowboys","Warner Bros.","Adventure"
"Adventure_2001_32","2001: A Space Odyssey","MGM","Adventure"
"Adventure_2002_1","Spider-Man","Sony Pictures","Adventure"
"Adventure_2002_2","Star Wars Ep. II: Attack of…","20th Century Fox","Adventure"
"Adventure_2002_3","The Lord of the Rings: The …","New Line","Adventure"
"Adventure_2002_4","Harry Potter and the Chambe…","Warner Bros.","Adventure"
"Adventure_2002_5","Ice Age","20th Century Fox","Adventure"
"Adventure_2002_6","Scooby-Doo","Warner Bros.","Adventure"
"Adventure_2002_7","Lilo & Stitch","Walt Disney","Adventure"
"Adventure_2002_8","The Santa Clause 2","Walt Disney","Adventure"
"Adventure_2002_9","The Lord of the Rings: The …","New Line","Adventure"
"Adventure_2002_10","Spy Kids 2: The Island of L…","Miramax/Dimension","Adventure"
"Adventure_2002_11","Snow Dogs","Walt Disney","Adventure"
"Adventure_2002_12","Spirit: Stallion of the Cim…","Dreamworks SKG","Adventure"
"Adventure_2002_13","Stuart Little 2","Sony Pictures","Adventure"
"Adventure_2002_14","The Time Machine","Dreamworks SKG","Adventure"
"Adventure_2002_15","Like Mike","20th Century Fox","Adventure"
"Adventure_2002_16","Peter Pan: Return to Neverland","Walt Disney","Adventure"
"Adventure_2002_17","Big Fat Liar","Universal","Adventure"
"Adventure_2002_18","The Master of Disguise","Sony Pictures","Adventure"
"Adventure_2002_19","Star Trek: Nemesis","Paramount Pictures","Adventure"
"Adventure_2002_20","Clockstoppers","Paramount Pictures","Adventure"
"Adventure_2002_21","Treasure Planet","Walt Disney","Adventure"
"Adventure_2002_22","The Wild Thornberrys Movie","Paramount Pictures","Adventure"
"Adventure_2002_23","The Crocodile Hunter: Colli…","MGM","Adventure"
"Adventure_2002_24","Jonah: A VeggieTales Movie","Artisan","Adventure"
"Adventure_2002_25","Jimmy Neutron: Boy Genius","Paramount Pictures","Adventure"
"Adventure_2002_26","Harry Potter and the Sorcer…","Warner Bros.","Adventure"
"Adventure_2002_27","The Country Bears","Walt Disney","Adventure"
"Adventure_2002_28","Hey Arnold! The Movie","Paramount Pictures","Adventure"
"Adventure_2002_29","The Powerpuff Girls","Warner Bros.","Adventure"
"Adventure_2002_30","Monsters, Inc.","Walt Disney","Adventure"
"Adventure_2002_31","Sen to Chihiro no Kamikakushi","Walt Disney","Adventure"
"Adventure_2002_32","The Lion King","Walt Disney","Adventure"
"Adventure_2002_33","T-Rex: Back to the Cretaceous","IMAX Films","Adventure"
"Adventure_2002_34","Spider-Man/Men in Black II …","Sony Pictures","Adventure"
"Adventure_2002_35","Pinocchio","Miramax","Adventure"
"Adventure_2002_36","Haunted Castle","nWave Pictures","Adventure"
"Adventure_2002_37","Santa vs. The Snowman","IMAX Films","Adventure"
"Adventure_2002_38","Pokemon 4Ever","Miramax","Adventure"
"Adventure_2002_39","Black Knight","20th Century Fox","Adventure"
"Adventure_2002_40","Cyberworld 3D","IMAX Films","Adventure"
"Adventure_2002_41","Metropolis","Sony Pictures","Adventure"
"Adventure_2002_42","Alien Adventure","nWave Pictures","Adventure"
"Adventure_2002_43","Planet of the Apes","20th Century Fox","Adventure"
"Adventure_2002_44","Max Keeble's Big Move","Walt Disney","Adventure"
"Adventure_2002_45","Hansel & Gretel","","Adventure"
"Adventure_2002_46","Steel Spirit","Cinema Guild","Adventure"
"Adventure_2003_1","Finding Nemo","Walt Disney","Adventure"
"Adventure_2003_2","Pirates of the Caribbean: T…","Walt Disney","Adventure"
"Adventure_2003_3","The Lord of the Rings: The …","New Line","Adventure"
"Adventure_2003_4","Elf","New Line","Adventure"
"Adventure_2003_5","Spy Kids 3-D: Game Over","Miramax/Dimension","Adventure"
"Adventure_2003_6","The Italian Job","Paramount Pictures","Adventure"
"Adventure_2003_7","The Cat in the Hat","Universal","Adventure"
"Adventure_2003_8","Brother Bear","Walt Disney","Adventure"
"Adventure_2003_9","Master and Commander: The F…","20th Century Fox","Adventure"
"Adventure_2003_10","The Lord of the Rings: The …","New Line","Adventure"
"Adventure_2003_11","The Haunted Mansion","Walt Disney","Adventure"
